version,candidate,features,n_estimators,criterion,max_features,max_depth,min_samples_leaf,min_samples_split,bootstrap,max_samples,class_weight,seed,fold_log_loss_mean,fold_log_loss_std,overall_oof_log_loss,roc_auc,pr_auc,brier,oof_corr_catboost,oof_corr_bayesian,cv_runtime_seconds,selected_for_blend
archive_ensemble_v1,rf_behavior_leaf30,"v2:engineered:status,repayment,cashflow,utilization",400,gini,0.5,,30,2,true,0.85,,2026,0.424333978060,0.006389721192,0.424333444236,0.787464545056,0.562672119347,0.132949803833,0.980440482952,0.953826469901,151.954151,true
